sample_index,true_label,true_class,pred_label,pred_class,pred_prob,true_prob,pred_logit,true_logit,logit_gap
4046,11,boy,46,man,0.920356035232544,0.013538450933992863,7.318953514099121,3.099726676940918,4.219226837158203
5068,38,kangaroo,65,rabbit,0.8913643956184387,0.013298818841576576,6.953909397125244,2.7488315105438232,4.205077886581421
4278,42,leopard,55,otter,0.49047932028770447,0.007358691189438105,5.110920429229736,0.911419153213501,4.199501276016235
1571,32,flatfish,77,snail,0.5723804831504822,0.00879049301147461,5.496847152709961,1.3207141160964966,4.176133036613464
452,10,bowl,22,clock,0.9092551469802856,0.014099529944360256,7.083292007446289,2.9168076515197754,4.166484355926514
2284,84,table,12,bridge,0.6100246906280518,0.009693831205368042,5.44614839553833,1.3041387796401978,4.142009615898132
6080,34,fox,42,leopard,0.7065368890762329,0.011336183175444603,5.8974223136901855,1.7650465965270996,4.132375717163086
6530,86,telephone,5,bed,0.6147807836532593,0.009901956655085087,5.594849586486816,1.4663161039352417,4.128533482551575
6519,10,bowl,57,pear,0.9321404695510864,0.015250442549586296,7.523715972900391,3.410841226577759,4.112874746322632
4002,61,plate,88,tiger,0.45929309725761414,0.0075667849741876125,5.0692925453186035,0.9633722305297852,4.105920314788818
3218,96,willow_tree,52,oak_tree,0.832824170589447,0.013785077258944511,7.145828723907471,3.04459285736084,4.101235866546631
4471,10,bowl,28,cup,0.8955013751983643,0.015474570915102959,6.912286758422852,2.8541014194488525,4.058185338973999
2623,4,beaver,64,possum,0.6626565456390381,0.011481036432087421,6.191298961639404,2.1357386112213135,4.055560350418091
9032,35,girl,98,woman,0.9134615659713745,0.016000421717762947,7.609146595001221,3.5645205974578857,4.044625997543335
6520,99,worm,78,snake,0.9266772866249084,0.016239389777183533,7.366888046264648,3.3227226734161377,4.044165372848511
9062,6,bee,79,spider,0.5980417132377625,0.01052172016352415,5.651941776275635,1.6117229461669922,4.040218830108643
4351,30,dolphin,67,ray,0.32841452956199646,0.005790892988443375,4.756942272186279,0.7189521193504333,4.037990152835846
6600,50,mouse,80,squirrel,0.862194836139679,0.015230816788971424,6.672025680541992,2.6358654499053955,4.036160230636597
866,46,man,2,baby,0.6480900645256042,0.011614427901804447,6.592039108276367,2.5702576637268066,4.0217814445495605
7046,25,couch,20,chair,0.8960732817649841,0.01613600365817547,7.036930084228516,3.019960880279541,4.016969203948975
8385,74,shrew,34,fox,0.7367880940437317,0.013310193084180355,5.776208400726318,1.762438178062439,4.013770222663879
6515,18,caterpillar,96,willow_tree,0.2547595798969269,0.004606755916029215,3.995311737060547,-0.017484890297055244,4.012796627357602
7465,61,plate,22,clock,0.8358814120292664,0.015659745782613754,6.45592737197876,2.478533983230591,3.977393388748169
1068,72,seal,55,otter,0.9302679896354675,0.017489196732640266,7.5269622802734375,3.553072929382324,3.9738893508911133
8117,74,shrew,65,rabbit,0.3485362231731415,0.006570759695023298,4.927216529846191,0.9561038017272949,3.9711127281188965
1690,61,plate,22,clock,0.8942131996154785,0.016896069049835205,6.915400981903076,2.946537733078003,3.9688632488250732
6486,14,butterfly,63,porcupine,0.893689751625061,0.017116136848926544,6.949226379394531,2.993889331817627,3.9553370475769043
7856,56,palm_tree,71,sea,0.8792745471000671,0.01686956360936165,6.8418869972229,2.888300895690918,3.9535861015319824
3640,17,castle,68,road,0.8716624975204468,0.01764204353094101,6.743653297424316,2.843535900115967,3.9001173973083496
8207,86,telephone,87,television,0.8652536273002625,0.018104540184140205,6.746236801147461,2.8793768882751465,3.8668599128723145
3577,2,baby,98,woman,0.7586705088615417,0.016202829778194427,6.89241886138916,3.046037197113037,3.846381664276123
7950,42,leopard,88,tiger,0.8701786994934082,0.01863762177526951,6.613182067871094,2.7696657180786133,3.8435163497924805
995,89,tractor,8,bicycle,0.6205828189849854,0.013443930074572563,5.793015480041504,1.9608839750289917,3.832131505012512
7928,95,whale,30,dolphin,0.9008102416992188,0.019608231261372566,7.064311981201172,3.236966848373413,3.827345132827759
6672,11,boy,46,man,0.8541790246963501,0.018604641780257225,6.692696571350098,2.865966796875,3.8267297744750977
1656,45,lobster,48,motorcycle,0.7621060013771057,0.016918692737817764,6.121525764465332,2.313859224319458,3.807666540145874
2007,35,girl,98,woman,0.6467796564102173,0.014513593167066574,6.0195722579956055,2.2226521968841553,3.79692006111145
3374,25,couch,5,bed,0.8668345212936401,0.02007993310689926,6.6721272468566895,2.9070000648498535,3.765127182006836
4174,22,clock,10,bowl,0.42366158962249756,0.009829739108681679,5.849686622619629,2.0861639976501465,3.7635226249694824
3144,73,shark,95,whale,0.8919086456298828,0.020790884271264076,6.993732452392578,3.2348833084106445,3.7588491439819336
4589,92,tulip,7,beetle,0.4846799671649933,0.011393379420042038,5.432053565979004,1.6815972328186035,3.7504563331604004
9140,29,dinosaur,31,elephant,0.8210268020629883,0.01943128928542137,6.38759183883667,2.643920660018921,3.743671178817749
7455,98,woman,46,man,0.40247368812561035,0.00953863374888897,5.228298664093018,1.486019253730774,3.7422794103622437
7982,20,chair,16,can,0.2361425757408142,0.005605743732303381,3.691636562347412,-0.049007415771484375,3.7406439781188965
6897,92,tulip,70,rose,0.8827597498893738,0.0214229803532362,6.915497779846191,3.196908950805664,3.7185888290405273
513,67,ray,72,seal,0.8356620669364929,0.020574131980538368,6.580104351043701,2.8759145736694336,3.7041897773742676
1192,72,seal,55,otter,0.534349799156189,0.01317836344242096,5.369640350341797,1.667165994644165,3.702474355697632
794,40,lamp,16,can,0.6694681644439697,0.016546377912163734,5.714890480041504,2.0145740509033203,3.7003164291381836
9298,17,castle,37,house,0.855684220790863,0.021334568038582802,6.569738388061523,2.8781657218933105,3.691572666168213
8623,46,man,31,elephant,0.8128164410591125,0.02027677744626999,6.360203266143799,2.6691741943359375,3.6910290718078613
761,25,couch,20,chair,0.9045795202255249,0.02271147631108761,7.174422740936279,3.4898228645324707,3.6845998764038086
6029,55,otter,72,seal,0.8790391087532043,0.022136781364679337,7.025071620941162,3.343482732772827,3.681588888168335
601,72,seal,30,dolphin,0.8479779362678528,0.02139553800225258,6.68366813659668,3.003995895385742,3.6796722412109375
4247,98,woman,11,boy,0.7287660241127014,0.01839938387274742,6.266255855560303,2.5872201919555664,3.6790356636047363
8267,61,plate,43,lion,0.8257078528404236,0.021075371652841568,6.510344505310059,2.8422086238861084,3.66813588142395
9339,11,boy,46,man,0.8301377892494202,0.021190734580159187,7.077224254608154,3.409196615219116,3.668027639389038
2997,45,lobster,8,bicycle,0.24953316152095795,0.0064367689192295074,4.24153470993042,0.5839697122573853,3.6575649976730347
2184,74,shrew,63,porcupine,0.8723264932632446,0.022563865408301353,6.681421756744385,3.0266077518463135,3.6548140048980713
4204,61,plate,18,caterpillar,0.2944204807281494,0.007798286154866219,4.057186603546143,0.42608171701431274,3.63110488653183
2425,10,bowl,62,poppy,0.507972776889801,0.013554100878536701,5.438996315002441,1.8152575492858887,3.6237387657165527
1035,63,porcupine,51,mushroom,0.5267815589904785,0.014070295728743076,5.3329854011535645,1.7102653980255127,3.6227200031280518
1704,72,seal,19,cattle,0.2227715700864792,0.0059638298116624355,3.7628493309020996,0.14241519570350647,3.620434135198593
4587,62,poppy,92,tulip,0.9252017140388489,0.02493506856262684,7.757344722747803,4.143608093261719,3.613736629486084
7821,61,plate,22,clock,0.8675795197486877,0.023690707981586456,6.671819686889648,3.071195363998413,3.6006243228912354
3812,31,elephant,78,snake,0.8264943957328796,0.022605514153838158,6.437101364135742,2.838102102279663,3.598999261856079
6103,14,butterfly,51,mushroom,0.6524351835250854,0.017903689295053482,5.651862621307373,2.0561575889587402,3.595705032348633
5764,99,worm,78,snake,0.8718287348747253,0.02435070089995861,6.688101768493652,3.1100692749023438,3.5780324935913086
1280,28,cup,16,can,0.8171977996826172,0.022908557206392288,6.376368522644043,2.8019979000091553,3.5743706226348877
1238,11,boy,46,man,0.743810772895813,0.02090534381568432,6.508031368255615,2.9362494945526123,3.571781873703003
2682,73,shark,57,pear,0.35592493414878845,0.010004938580095768,4.608618259429932,1.0369772911071777,3.571640968322754
4479,27,crocodile,30,dolphin,0.7031427621841431,0.01984260231256485,6.164468765258789,2.5967400074005127,3.5677287578582764
5988,25,couch,16,can,0.8047541975975037,0.022787034511566162,6.293379783630371,2.729034662246704,3.564345121383667
8631,83,sweet_pepper,57,pear,0.8439813256263733,0.023911023512482643,6.45175313949585,2.8879623413085938,3.563790798187256
1156,93,turtle,77,snail,0.8233081698417664,0.023531585931777954,6.3763017654418945,2.821314811706543,3.5549869537353516
6021,98,woman,46,man,0.8279460072517395,0.023678185418248177,6.428576946258545,2.874183177947998,3.554393768310547
4724,66,raccoon,26,crab,0.38941535353660583,0.011173947714269161,4.553504467010498,1.002442717552185,3.551061749458313
2803,35,girl,2,baby,0.8058733940124512,0.023247892037034035,6.351820945739746,2.8061087131500244,3.5457122325897217
6187,23,cloud,35,girl,0.27329468727111816,0.007953276857733727,4.282655239105225,0.7456887364387512,3.5369665026664734
5705,95,whale,30,dolphin,0.8858681321144104,0.02591325156390667,7.045942306518555,3.5141286849975586,3.531813621520996
402,77,snail,44,lizard,0.3748224675655365,0.01104450598359108,5.192568302154541,1.6680489778518677,3.5245193243026733
8076,64,possum,63,porcupine,0.8822929859161377,0.026217812672257423,6.856511116027832,3.340425968170166,3.516085147857666
7083,81,streetcar,87,television,0.7288817167282104,0.021790307015180588,5.801718235015869,2.2916719913482666,3.5100462436676025
7343,46,man,98,woman,0.8925520181655884,0.026743199676275253,7.027368545532227,3.519563913345337,3.5078046321868896
8716,84,table,27,crocodile,0.3050232529640198,0.009142955765128136,4.15391731262207,0.6465129852294922,3.507404327392578
5105,55,otter,4,beaver,0.8471646904945374,0.02565821260213852,6.660271644592285,3.1632401943206787,3.4970314502716064
7665,80,squirrel,77,snail,0.6280711889266968,0.01913347654044628,5.593232154846191,2.102018117904663,3.4912140369415283
2273,85,tank,12,bridge,0.8726723194122314,0.02677723951637745,6.8080830574035645,3.324075222015381,3.4840078353881836
7872,25,couch,5,bed,0.880631148815155,0.027309495955705643,6.796530246734619,3.3231258392333984,3.4734044075012207
9868,32,flatfish,91,trout,0.8703139424324036,0.027095800265669823,6.692615509033203,3.223140239715576,3.469475269317627
477,42,leopard,38,kangaroo,0.7454659938812256,0.023234443739056587,6.206772327423096,2.738398551940918,3.4683737754821777
7240,35,girl,2,baby,0.6698623895645142,0.02099623903632164,6.050906181335449,2.58817720413208,3.462728977203369
2996,2,baby,35,girl,0.842818021774292,0.02666875533759594,6.553680896759033,3.1004226207733154,3.4532582759857178
8969,80,squirrel,66,raccoon,0.684877336025238,0.021674852818250656,5.947021007537842,2.493933916091919,3.453087091445923
5278,81,streetcar,13,bus,0.8554918169975281,0.02763292007148266,6.563603401184082,3.130934715270996,3.432668685913086
5589,44,lizard,18,caterpillar,0.6869974732398987,0.02259080857038498,5.725790977478027,2.3110034465789795,3.414787530899048
9601,33,forest,49,mountain,0.8468047380447388,0.028301632031798363,6.535102367401123,3.13655161857605,3.3985507488250732
569,36,hamster,65,rabbit,0.6813338994979858,0.022932039573788643,5.906679153442383,2.5151617527008057,3.391517400741577
2735,60,plain,68,road,0.883553683757782,0.030218159779906273,6.903286933898926,3.527777910232544,3.375509023666382
2032,59,pine_tree,52,oak_tree,0.8228079676628113,0.028375275433063507,6.980359077453613,3.613154411315918,3.3672046661376953
6818,26,crab,45,lobster,0.7446853518486023,0.025761431083083153,6.023049354553223,2.658966064453125,3.3640832901000977
7037,50,mouse,36,hamster,0.7158417105674744,0.02478841319680214,6.114100456237793,2.7510178089141846,3.3630826473236084
2330,84,table,5,bed,0.8707712292671204,0.030610132962465286,6.700737476348877,3.352689266204834,3.348048210144043
9068,61,plate,2,baby,0.7163018584251404,0.02566681057214737,6.234674453735352,2.905771493911743,3.3289029598236084
5523,27,crocodile,67,ray,0.6079791784286499,0.021817289292812347,5.740846157073975,2.4134082794189453,3.3274378776550293
6546,89,tractor,49,mountain,0.23991355299949646,0.008662335574626923,3.695175886154175,0.3738815188407898,3.321294367313385
937,19,cattle,31,elephant,0.5506223440170288,0.02003592438995838,5.242412090301514,1.9288898706436157,3.313522219657898
489,72,seal,74,shrew,0.7863341569900513,0.0286817979067564,6.619422912597656,3.3083038330078125,3.3111190795898438
9152,50,mouse,32,flatfish,0.34082216024398804,0.012442720122635365,4.6150712966918945,1.3048462867736816,3.310225009918213
2597,17,castle,76,skyscraper,0.5811901688575745,0.021856535226106644,5.444244861602783,2.1636667251586914,3.280578136444092
4460,59,pine_tree,52,oak_tree,0.8755896687507629,0.03324480354785919,6.901854038238525,3.630854845046997,3.2709991931915283
4565,47,maple_tree,96,willow_tree,0.7682207226753235,0.029547812417149544,6.660016059875488,3.4019486904144287,3.2580673694610596
3184,62,poppy,14,butterfly,0.7375244498252869,0.02842428907752037,6.273406982421875,3.0173518657684326,3.2560551166534424
